Seconds,Alpha,Red,Green,Blue
4413,-29,-58,-203,-551
4414,-4,-28,-44,-64
4415,0,-1,-1,-1
4416,-2,1,-33,-51
4417,-16,-98,-130,-146
4418,-33,-197,-32,-626
4419,32,33,129,737
4420,8,8,40,192
4421,-20,-160,-280,-400
4422,-18,-90,-270,-540
4423,38,228,76,456
4424,-5,-24,-64,-129
4425,-30,-179,-179,-479
4426,-28,-83,-363,-755
4427,-18,1,-269,-521
4428,2,7,33,31
4429,5,20,40,60
4430,-28,-197,-141,-505
4431,-4,-17,-17,-33
4432,15,121,91,391
4433,-10,-32,-112,-52
4434,5,35,80,90
4435,11,54,65,340
4436,3,11,44,56
4437,1,8,11,19
4438,-1,-2,-5,-12
4439,-25,-126,-226,-401
4440,-33,0,-528,-495
4441,10,60,30,0
4442,24,96,264,72
4443,-8,-55,-7,-95
4444,2,14,6,36
4445,-6,-35,-95,-167
4446,-17,-117,-100,-423
4447,-28,3,-249,-333
4448,36,36,468,720
4449,12,97,205,205
4450,5,41,11,51
4451,-41,-41,-123,-369
4452,32,32,352,96
4453,-21,-19,-61,-292
4454,17,17,0,221
4455,28,85,365,169
4456,-9,-62,-116,-17
4457,-27,-134,-26,-863
4458,-20,-80,-140,-280
4459,-16,-80,-144,-416
4460,10,2,62,132
4461,2,13,7,49
4462,-6,-29,-35,-191
4463,-40,-122,-202,-1162
4464,-23,-22,-45,-643
4465,12,37,145,349
4466,31,93,31,434
4467,-23,-139,-277,-461
4468,-23,0,-138,-713
4469,-6,-44,-86,-194
4470,5,25,45,95
4471,41,246,492,328
4472,-16,-16,-208,-16
4473,23,44,205,136
4474,2,3,31,49
4475,11,33,33,165
4476,-3,-10,-52,-55
4477,21,147,231,0
4478,-12,-23,-35,-119
4479,21,21,168,231
4480,12,13,49,145
4481,-30,-89,-329,-389
4482,0,0,0,0
4483,1,8,15,30
4484,1,1,3,10
4485,0,0,0,0
4486,6,7,79,115
4487,1,4,12,3
4488,9,28,10,127
4489,-16,-96,-112,-80
4490,26,79,261,417
4491,21,127,148,652
4492,17,136,17,289
4493,-17,-34,-272,-272
4494,20,42,102,102
4495,26,181,311,727
4496,20,19,19,159
4497,15,0,60,465
4498,17,1,307,341
4499,3,17,38,-1
4500,-3,2,-13,-70
4501,-41,-327,-614,-81
4502,-7,-35,-70,-168
4503,-35,-210,-35,-350
4504,4,19,67,111
4505,9,17,107,143
4506,25,50,250,450
4507,18,89,233,143
4508,2,3,27,3
4509,11,67,12,144
4510,4,31,7,67
4511,-30,-179,-359,-749
4512,-15,-120,-90,-270
4513,-19,-1,-229,-58
4514,-2,-10,-10,-36
4515,39,233,389,857
4516,7,48,27,69
4517,-41,-164,-123,-533
4518,-11,-11,-77,-77
4519,30,242,482,302
4520,-21,-42,-336,-105
4521,-26,-104,-26,-572
4522,-23,-67,-274,-389
4523,15,16,166,436
4524,-28,-1,-253,-225
4525,-34,-135,-67,-475
4526,-6,-18,-66,-180
4527,11,75,130,97
4528,-47,-329,-752,-564
4529,15,104,74,-1
4530,15,119,59,359
4531,-41,-40,-614,-983
4532,28,226,198,338
4533,5,0,90,150
4534,-24,-48,-216,-528
4535,23,93,369,530
4536,-4,-5,-33,-57
4537,-16,-31,-223,-335
4538,30,59,179,899
4539,35,105,525,840
4540,14,99,141,421
4541,3,12,21,51
4542,-14,-113,-113,-365
4543,-8,-57,-81,-81
4544,-1,-1,-9,-16
4545,-17,-50,-169,-118
4546,11,34,56,342
4547,-7,-6,-6,-69
4548,-27,-162,-459,-702
4549,23,160,321,689
4550,-26,-53,-313,-573
4551,21,84,63,336
4552,6,41,5,191
4553,-2,-11,-13,-9
4554,-12,-61,-205,-301
4555,4,29,41,113
4556,-20,-60,-240,-100
4557,-42,-295,-757,-295
4558,-1,-7,-14,-1
4559,-8,-33,-65,-49
4560,28,140,420,644
4561,-6,-40,-4,-64
4562,35,104,419,454
4563,-12,-97,-193,-337
4564,23,-1,206,574
4565,-21,-125,-251,-188
4566,-6,-6,-30,-126
4567,29,232,406,928
4568,-17,-120,-86,-341
4569,-9,-8,-98,-197
4570,16,16,256,432
4571,-18,-70,-196,-394
4572,-34,-101,-339,-237
4573,-18,-108,0,-540
4574,32,193,385,961
4575,3,22,22,85
4576,61,428,245,1099
4577,18,127,235,199
4578,36,253,1,613
4579,-14,-30,-142,-58
4580,-31,-187,-311,-714
4581,21,20,188,608
4582,-32,-191,-575,-703
4583,1,5,1,3
4584,27,188,485,215
4585,-33,-100,-430,-727
4586,20,19,119,259
4587,-18,-71,-269,-251
4588,3,25,37,28
4589,27,54,459,216
4590,16,66,146,482
4591,1,1,10,10
4592,-17,-67,-305,-135
4593,7,36,15,204
4594,-4,-11,-35,-103
4595,-39,-76,-115,-661
4596,-7,-27,-83,-83
4597,1,7,2,26
4598,12,60,204,348
4599,39,312,351,819
4600,11,45,122,232
4601,-32,0,-544,-448
4602,-17,-85,-289,-153
4603,15,47,257,482
4604,7,35,63,84
4605,14,15,169,57
4606,-8,-9,-9,-49
4607,22,22,286,44
4608,3,2,-1,56
4609,-28,-84,-84,-672
4610,10,70,120,40
4611,-28,-85,-29,-477
4612,18,19,199,19
4613,-11,-66,-132,-198
4614,12,95,83,23
4615,-9,-37,-19,-28
4616,-6,-19,-79,-91
4617,2,14,14,22
4618,30,90,180,660
4619,28,57,225,29
4620,8,57,97,185
4621,-24,-48,-192,-408
4622,-16,-112,-272,-224
4623,-13,-53,-144,-274
4624,30,60,360,360
4625,5,31,76,146
4626,34,171,273,987
4627,-13,-64,-25,-25
4628,41,80,695,1310
4629,-46,-184,-230,-230
4630,-6,-30,-18,-162
4631,18,90,144,270
4632,-14,-57,-99,-43
4633,7,43,50,176
4634,30,181,241,151
4635,15,106,166,451
4636,37,149,556,408
4637,-14,-13,-153,-83
4638,-20,-58,-218,-638
4639,22,177,67,441
4640,-24,-73,-409,-265
4641,20,139,139,359
4642,17,68,170,85
4643,-4,-4,0,-104
4644,-21,-19,-229,-397
4645,-31,-217,-310,-775
4646,-16,-65,-65,-449
4647,-4,-15,-15,-95
4648,21,21,273,609
4649,16,47,191,111
4650,-6,-11,-71,-89
4651,-23,-185,-323,-300
4652,8,8,48,48
4653,-30,-119,-239,-89
4654,13,12,90,12
4655,4,22,30,66
4656,-9,-8,-134,-188
4657,-11,-77,-88,-44
4658,0,-1,-1,-1
4659,-41,-124,-83,-493
4660,28,139,111,867
4661,-20,-39,-59,-539
4662,-4,-16,-8,-88
4663,5,9,44,49
4664,27,1,190,28
4665,4,19,19,15
4666,11,43,109,318
4667,27,108,27,459
4668,29,117,494,378
4669,-37,-185,-296,-1147
4670,-17,-51,-34,-510
4671,-22,-177,-221,-661
4672,4,24,56,104
4673,-22,-23,-221,-89
4674,-16,-48,-240,-352
4675,-2,-4,-2,-4
4676,2,1,3,31
4677,2,3,9,23
4678,24,167,359,719
4679,-9,-8,-26,-17
4680,13,38,116,285
4681,-17,-33,-118,1
4682,-3,-15,-42,-39
4683,20,60,80,420
4684,3,5,50,56
4685,-9,-28,-82,-172
4686,36,107,431,251
4687,-12,-46,-118,-142
4688,-22,-89,-265,-331
4689,24,142,118,262
4690,14,27,167,307
4691,-2,-2,-22,-12
4692,-18,-128,-110,-524
4693,-13,-78,0,-390
4694,-2,-2,-18,-58
4695,33,164,527,560
4696,13,64,116,285
4697,23,91,183,367
4698,25,175,100,400
4699,40,319,559,439
4700,6,24,60,102
4701,1,1,15,3
4702,-2,-8,-4,-36
4703,6,8,26,194
4704,-35,-174,-454,-104
4705,16,95,95,143
4706,16,15,79,223
4707,-6,-24,-60,-84
4708,-34,-271,-407,-237
4709,-23,-68,-114,-114
4710,-14,-28,-196,-154
4711,-19,-152,-266,-418
4712,16,32,160,288
4713,20,39,179,479
4714,-7,-49,-56,-217
4715,14,100,170,30
4716,10,31,21,61
4717,-26,-182,-26,-156
4718,19,94,56,94
4719,-41,-43,-43,-248
4720,4,14,34,46
4721,-8,-24,-16,-144
4722,-7,-5,-33,-215
4723,-4,-1,-17,-109
4724,-5,-6,-76,-66
4725,-11,-32,-153,-175
4726,-9,-19,-10,-253
4727,-29,-29,-493,-725
4728,12,12,192,0
4729,8,24,88,224
4730,5,15,25,75
4731,52,363,623,935
4732,-24,-25,-145,-721
4733,-2,-14,-30,-2
4734,-5,-26,-36,-26
4735,-26,-183,-235,-27
4736,-7,-1,-78,-113
4737,8,48,8,48
4738,41,83,165,247
4739,35,72,527,842
4740,35,105,175,420
4741,4,7,35,83
4742,16,96,176,272
4743,-30,-151,-541,-901
4744,8,-2,30,14
4745,24,71,167,47
4746,28,0,280,532
4747,25,152,77,127
4748,-14,-13,-195,-433
4749,18,108,54,216
4750,2,3,9,-1
4751,0,0,0,0
4752,-14,-85,-71,-281
4753,-16,-113,-225,-465
4754,29,1,436,668
4755,-9,-72,-54,-198
4756,0,-1,-1,-1
4757,6,26,74,152
4758,34,169,339,577
4759,6,11,65,125
4760,38,151,151,569
4761,-28,-169,-421,-757
4762,-15,-105,-60,-465
4763,-12,-23,-131,-371
4764,-27,-26,-431,-836
4765,-26,-52,-208,-546
4766,28,56,140,56
4767,22,132,242,88
4768,16,46,94,142
4769,-27,-80,-26,-620
4770,3,18,48,51
4771,-19,-133,-114,-171
4772,-24,-99,-99,-507
4773,0,1,1,1
4774,-17,-118,-237,-84
4775,13,105,66,144
4776,14,29,183,127
4777,3,6,36,54
4778,17,86,273,137
4779,-5,-14,-24,-59
4780,2,8,20,32
4781,-5,-24,-69,-129
4782,-29,-145,-145,-406
4783,23,138,207,322
4784,1,2,14,27
4785,13,26,195,351
4786,14,86,184,142
4787,2,6,16,20
4788,24,25,385,409
4789,-25,-76,-401,-126
4790,-2,-14,-28,-44
4791,19,115,210,381
4792,4,9,61,21
4793,15,75,135,345
4794,48,145,625,1393
4795,-42,-211,-43,-463
4796,-16,-2,-194,-466
4797,-25,-177,-127,-527
4798,-15,-46,-256,-241
4799,-14,-58,-170,-44
4800,-8,-47,-111,-71
4801,-31,-62,-93,-434
4802,7,21,0,126
4803,-13,-105,-209,-222
4804,16,33,209,353
4805,2,14,34,6
4806,26,130,182,208
4807,22,1,67,595
4808,-6,-6,-78,-24
4809,8,41,9,121
4810,29,57,347,869
4811,4,16,44,112
4812,-9,-55,-154,-190
4813,-27,-81,-27,-648
4814,-10,-40,-90,-40
4815,13,77,155,207
4816,-7,-49,-42,-126
4817,-9,-9,-135,-9
4818,-3,-20,-5,-92
4819,-4,-12,-12,-84
4820,23,136,136,711
4821,-31,-155,-186,-279
4822,5,20,5,25
4823,38,267,609,989
4824,20,120,300,540
4825,11,12,34,166
4826,-11,-78,-67,-232
4827,-14,-99,-29,-57
4828,5,25,35,115
4829,3,20,8,47
4830,-36,-107,-539,-611
4831,-4,-4,-64,-60
4832,-23,-137,-275,-206
4833,-2,-10,-8,-52
4834,-23,-138,-46,-736
4835,1,5,16,29
4836,-5,-24,-59,-39
4837,-4,-16,-16,-104
4838,3,15,3,78
4839,-26,-103,-285,-207
4840,4,2,58,82
4841,34,202,372,746
4842,12,12,24,240
4843,20,103,203,383
4844,6,31,1,37
4845,28,168,392,812
4846,38,150,644,112
4847,-9,-18,-117,-135
4848,-11,-54,-43,-340
4849,9,72,63,189
4850,-31,-31,-62,-775
4851,1,3,1,1
4852,21,148,85,190
4853,-24,-95,-431,1
4854,42,0,42,798
4855,-20,-19,-139,-319
4856,4,14,18,102
4857,-10,-60,-30,-280
4858,-11,-23,-100,-342
4859,-23,-115,-368,0
4860,35,34,104,419
4861,7,20,48,111
4862,-38,-191,-77,-571
4863,-37,-223,-223,-1000
4864,-17,-84,-169,-271
4865,-28,-113,-57,-505
4866,10,59,79,189
4867,-11,-23,-89,-133
4868,-5,-10,-50,-135
4869,7,48,27,216
4870,22,22,88,506
4871,26,77,285,103
4872,-16,1,-255,-79
4873,-18,-107,-71,-197
4874,5,19,64,79
4875,6,0,42,132
4876,15,106,151,226
4877,-26,-78,-104,-676
4878,-1,-5,-6,-22
4879,-11,-90,-79,-90
4880,11,0,132,165
4881,14,55,195,167
4882,29,58,145,667
4883,-2,-13,-23,-11
4884,-26,-130,-130,-598
4885,-8,-24,-144,-216
4886,-7,0,-70,-28
4887,-55,-55,-220,-1265
4888,-12,-62,-14,-50
4889,23,115,391,161
4890,-15,-17,-17,-122
4891,9,36,0,9
4892,-21,-167,1,-461
4893,-2,-6,-18,-54
4894,27,190,325,460
4895,-21,-126,-84,-546
4896,32,128,32,768
4897,-24,-144,-432,-552
4898,-1,-5,-12,-12
4899,18,107,107,377
4900,2,7,23,23
4901,18,34,214,502
4902,-10,-60,-40,-80
4903,23,137,229,597
4904,1,2,5,13
4905,11,31,108,86
4906,5,28,28,3
4907,2,5,17,21
4908,-11,-66,-154,-220
4909,-2,-2,-12,-4
4910,16,64,16,320
4911,37,296,185,629
4912,18,36,288,252
4913,-13,-38,-129,-376
4914,-6,-42,-48,-72
4915,-7,-34,-55,-13
4916,-6,-19,-25,-145
4917,-6,-42,-90,-84
4918,-10,-69,-59,-109
4919,-3,-16,-43,-34
4920,23,69,23,23
4921,18,128,182,20
4922,1,7,5,7
4923,18,125,89,377
4924,-6,-30,-30,-138
4925,-7,-37,-107,-51
4926,44,44,396,704
4927,-31,-248,-341,-496
4928,-26,-128,-180,-362
4929,22,133,133,617
4930,14,112,182,336
4931,-23,-22,-390,-321
4932,-15,-74,-149,-389
4933,-15,-105,-195,-360
4934,35,105,455,420
4935,9,26,143,80
4936,-2,-14,-6,-56
4937,8,8,0,152
4938,10,30,20,30
4939,-10,-49,-29,-99
4940,-11,-89,-23,-23
4941,-2,-13,-35,-1
4942,-14,-13,-83,1
4943,10,71,161,301
4944,9,54,135,180
4945,0,1,1,1
4946,-30,-121,-271,-211
4947,-14,-29,-211,-281
4948,24,168,120,528
4949,15,30,165,60
4950,15,30,120,390
4951,43,258,387,1032
4952,-46,-321,-137,-459
4953,-43,-84,-299,-772
4954,-34,-100,-406,-100
4955,-18,-144,-72,-306
4956,-10,-20,-70,-170
4957,-13,-52,-78,-286
4958,-17,-51,-17,-153
4959,-2,-7,-21,-3
4960,-14,-15,-239,-351
4961,-2,-6,-6,-64
4962,1,7,6,2
4963,-58,-57,-115,-1507
4964,-2,-2,-20,-22
4965,13,0,78,286
4966,-23,-47,-369,-185
4967,59,355,886,60
4968,-14,-41,-167,-419
4969,15,104,44,179
4970,30,92,242,422
4971,-3,-19,-13,-10
4972,-47,-376,-752,-1504
4973,3,18,24,54
4974,20,38,278,198
4975,-26,-156,-312,-156
4976,-2,-14,-22,-8
4977,-22,-175,-373,-615
4978,43,302,517,904
4979,3,15,48,24
4980,-1,0,-6,-7
4981,-3,-6,-30,-30
4982,-3,-16,-13,-40
4983,27,25,268,214
4984,53,371,318,1272
4985,6,11,5,179
4986,-4,-28,-4,-44
4987,-17,-103,-256,-120
4988,-14,-29,-15,-351
4989,35,70,420,175
4990,-8,-39,-63,-63
4991,7,56,49,35
4992,-16,-32,-144,-464
4993,-40,-239,-239,-319
4994,-6,-29,-89,-71
4995,0,0,0,0
4996,2,15,3,43
4997,-22,-66,-88,-88
4998,33,229,97,196
4999,2,0,36,24
5000,-21,-22,-274,-400
5001,23,46,253,138
5002,-2,-8,-12,-10
5003,5,20,50,10
5004,-32,-224,-64,-704
5005,-19,-133,-19,-247
5006,3,9,12,30
5007,-10,-61,-171,-191
5008,16,48,144,256
5009,20,102,102,542
5010,11,54,197,120
5011,13,51,116,116
5012,44,131,43,703
5013,10,9,139,-1
5014,-1,-2,-10,-25
5015,7,16,114,205
5016,-8,-48,-104,-112
5017,16,17,209,449
5018,3,4,43,40
5019,20,59,219,199
5020,-28,-55,-167,-755
5021,21,42,315,294
5022,14,56,42,168
5023,3,12,45,18
5024,9,-1,35,35
5025,-36,-179,-539,-755
5026,-20,-160,-240,-480
5027,-20,1,-199,-399
5028,23,114,206,252
5029,12,36,108,348
5030,-8,-54,-134,-54
5031,23,114,68,413
5032,-32,-129,-321,-897
5033,8,40,56,168
5034,17,17,119,51
5035,17,119,102,34
5036,11,1,144,166
5037,-23,-115,-253,-667
5038,-2,-14,-20,-8
5039,-23,-137,-298,-275
5040,-11,-12,-12,-144
5041,-8,-42,-122,-82
5042,0,-1,-1,-1
5043,-11,-77,-99,-352
5044,13,91,208,130
5045,-1,-3,-9,-22
5046,-1,-4,-4,-21
5047,0,1,1,1
5048,-13,-51,-90,-25
5049,-1,1,-3,0
5050,18,142,70,34
5051,-2,-13,-19,-21
5052,-12,-47,-131,-203
5053,4,28,56,4
5054,-5,-24,-24,-84
5055,-7,-14,0,-14
5056,-13,-38,-103,-324
5057,-28,0,-336,-252
5058,2,5,15,23
5059,0,-1,-1,-1
5060,-3,-5,-5,-50
5061,22,20,-2,416
5062,57,57,0,855
5063,-16,-48,-272,-208
5064,10,1,171,241
5065,-5,-8,-53,-13
5066,-5,-34,-49,-39
5067,35,209,34,699
5068,-5,-14,-14,-64
5069,20,99,19,499
5070,4,27,31,3
5071,5,34,74,4
5072,22,155,287,419
5073,12,62,170,50
5074,5,16,71,6
5075,26,156,286,156
5076,-16,-127,-207,-255
5077,24,193,193,169
5078,6,23,17,149
5079,2,2,30,38
5080,36,72,612,720
5081,39,234,273,1209
5082,25,123,123,623
5083,-5,-1,-16,-21
5084,17,18,205,205
5085,8,64,32,200
5086,-22,-21,-65,-131
5087,-30,-148,-118,-28
5088,-7,-7,-112,-175
5089,-2,-15,-33,-29
5090,-28,-112,-420,-616
5091,-21,-148,-43,-169
5092,-29,-57,-376,-637
5093,-2,-16,0,-34
5094,-10,-9,-109,-299
5095,-25,-52,-252,-452
5096,34,35,341,35
5097,14,111,97,237
5098,-23,-115,-69,-207
5099,-4,-33,-73,-17
5100,-15,-89,-179,-14
5101,-11,-78,-188,-320
5102,7,23,2,107
5103,1,5,16,22
5104,-12,-47,-119,-311
5105,6,6,90,180
5106,15,1,181,391
5107,-12,-37,-49,-49
5108,-47,-190,-754,-1318
5109,-36,-289,-541,-937
5110,-14,-69,-195,-377
5111,37,260,556,889
5112,34,239,307,851
5113,17,101,152,33
5114,49,99,687,344
5115,40,281,41,481
5116,12,47,179,215
5117,4,29,33,125
5118,12,-2,118,106
5119,9,55,55,244
5120,-14,-43,-43,-57
5121,-24,1,-215,-503
5122,-8,-25,-97,-81
5123,-8,-41,-73,-49
5124,7,15,15,36
5125,7,21,7,35
5126,-12,-47,-143,-47
5127,-13,-65,-104,-325
5128,40,239,79,919
5129,-29,-58,-87,-609
5130,14,28,238,252
5131,17,34,170,510
5132,11,13,35,123
5133,-4,-20,-4,-88
5134,-15,-16,-121,-361
5135,19,132,189,436
5136,0,-2,-2,-2
5137,-2,-10,-24,-18
5138,2,3,15,21
5139,-9,-46,-82,-271
5140,5,6,26,156
5141,-22,1,-373,-417
5142,31,125,311,497
5143,35,139,384,944
5144,-17,-120,-205,-409
5145,-4,-14,-58,-82
5146,-12,-49,-145,-13
5147,-3,-12,0,-42
5148,1,4,14,21
5149,-6,-24,-72,-168
5150,-17,-34,-102,-255
5151,-24,0,-168,-480
5152,12,24,12,12
5153,29,28,347,811
5154,17,68,68,153
5155,-23,-184,-276,0
5156,-39,-312,-702,-39
5157,-35,-173,-138,-278
5158,51,358,205,307
5159,44,87,615,527
5160,36,37,577,37
5161,-8,-22,-110,-118
5162,0,-1,-1,-1
5163,13,-2,193,219
5164,-13,-28,-223,-353
5165,34,238,340,476
5166,24,192,96,432
5167,-17,-53,-274,-393
5168,-4,-12,-24,-84
5169,2,3,25,17
5170,-22,1,-175,-263
5171,8,41,113,33
5172,-10,-19,-29,-249
5173,9,28,154,64
5174,21,63,378,378
5175,-5,-1,-66,-6
5176,-4,-5,-49,-37
5177,-5,-15,-85,-60
5178,10,11,81,61
5179,17,118,33,373
5180,17,71,139,496
5181,-9,-28,-10,-64
5182,-28,-84,-364,-588
5183,7,49,119,56
5184,-3,-19,-22,-1
5185,11,1,34,287
5186,9,1,46,262
5187,14,31,101,339
5188,14,42,154,168
5189,28,85,505,869
5190,-10,-49,-19,-49
5191,9,9,99,171
5192,-13,-27,-53,-391
5193,6,24,30,54
5194,24,193,121,649
5195,21,128,86,338
5196,-11,-44,-77,-44
5197,-10,-61,-1,-221
5198,-18,-108,-162,-144
5199,17,85,204,0
5200,2,3,37,33
5201,46,322,46,828
5202,39,194,545,389
5203,-32,-128,-352,-896
5204,24,47,71,671
5205,-30,-209,-419,-89
5206,-20,-61,-221,-81
5207,46,0,414,1426
5208,-3,-2,-2,-44
5209,-1,-4,-1,-25
5210,19,133,342,380
5211,-38,-77,-495,-1217
5212,22,45,133,639
5213,-19,-75,-75,-436
5214,-23,-47,-47,-691
5215,-24,-73,-289,-673
5216,11,44,99,121
5217,-10,-30,-50,-70
5218,29,116,377,261
5219,2,7,13,23
5220,8,39,39,215
5221,-19,-113,-75,-455
5222,-6,-24,-54,-90
5223,22,87,109,439
5224,-26,-103,-363,-103
5225,-2,0,-34,-54
5226,14,98,42,336
5227,28,196,280,616
5228,-26,-208,-78,-338
5229,4,13,53,29
5230,16,15,127,127
5231,-16,-1,-81,-353
5232,-2,-4,-12,-12
5233,-31,-153,-246,-866
5234,13,93,132,262
5235,-15,-15,-30,-30
5236,6,5,-1,125
5237,-18,-18,-108,0
5238,-11,-22,-66,-176
5239,-9,-35,-152,-206
5240,-8,-32,-88,-112
5241,-19,-19,-95,-380
5242,46,44,504,366
5243,23,22,321,22
5244,33,163,526,955
5245,2,3,13,37
5246,19,114,95,133
5247,-40,-282,-682,-362
5248,30,1,541,541
5249,-23,-158,-250,-273
5250,-22,-43,-65,-439
5251,18,108,90,558
5252,1,2,11,9
5253,-7,-7,-7,-112
5254,4,18,42,70
5255,13,90,155,363
5256,-7,0,-35,-77
5257,-12,-95,-23,-263
5258,-5,-8,-8,-23
5259,26,79,365,391
5260,-18,-71,-215,-71
5261,-6,0,-18,-30
5262,-3,-18,-33,-30
5263,30,89,509,449
5264,-12,-23,-11,-35
5265,-11,-32,-10,-219
5266,-35,-70,-140,-385
5267,25,101,176,776
5268,-25,-175,-250,-450
5269,20,120,220,420
5270,4,1,5,61
5271,-12,0,-156,-216
5272,8,16,56,216
5273,-23,-69,0,-414
5274,-38,-152,-342,-76
5275,27,82,352,784
5276,48,241,721,961
5277,29,56,462,85
5278,33,166,364,331
5279,-36,-72,-252,-216
5280,-21,-168,-294,-315
5281,-11,-54,-10,-43
5282,52,52,364,1040
5283,-20,-143,-3,-543
5284,-5,-2,-87,-107
5285,34,33,169,713
5286,25,174,74,-1
5287,11,22,176,286
5288,-10,-20,-40,-220
5289,-28,-169,-169,-393
5290,11,46,123,167
5291,-5,-5,-50,-120
5292,1,5,8,3
5293,-19,-153,-305,-115
5294,-14,-1,-197,-113
5295,-22,-153,-43,-219
5296,-15,-46,-151,-436
5297,-9,-36,-45,-279
5298,6,29,53,53
5299,-2,-15,-25,-59
5300,-13,-27,-183,-209
5301,4,8,24,96
5302,10,30,80,20
5303,23,114,91,459
5304,2,6,20,58
5305,-17,0,-204,-255
5306,20,118,158,518
5307,20,141,321,1
5308,-20,1,-79,-39
5309,20,81,241,561
5310,6,6,66,114
5311,-5,-35,-5,-70
5312,13,12,90,363
5313,-13,-12,-38,-272
5314,40,281,161,121
5315,-38,-228,-114,-152
5316,-9,-17,-125,-224
5317,-31,-249,-94,-63
5318,-35,-72,-177,-142
5319,15,119,119,239
5320,-13,-52,-13,-52
5321,57,57,513,1596
5322,18,126,180,558
5323,10,59,169,9
5324,3,13,10,64
5325,-3,-12,-15,-21
5326,16,127,175,111
5327,33,65,593,857
5328,-3,-5,-14,-14
5329,2,2,30,40
5330,-10,-11,-1,-61
5331,-27,-109,-325,-28
5332,12,73,205,277
5333,-13,-25,-12,-350
5334,25,75,200,650
5335,-25,-1,-301,-551
5336,-1,-3,-3,-8
5337,17,34,170,340
5338,-20,-160,-360,-440
5339,29,59,523,581
5340,-3,-19,-22,-31
5341,-8,-10,-114,-162
5342,10,40,80,30
5343,23,137,22,298
5344,-6,-18,-66,-18
5345,-15,-31,-241,-241
5346,3,20,14,2
5347,3,8,44,41
5348,-11,-87,-32,-285
5349,-2,-13,-15,-5
5350,16,32,96,272
5351,40,120,200,1120
5352,35,175,0,420
5353,-33,-266,-431,-1025
5354,-3,-20,-38,-95
5355,2,12,14,52
5356,20,41,121,121
5357,6,7,1,13
5358,-5,-15,-55,-60
5359,17,118,254,441
5360,-8,-55,-23,-39
5361,25,175,350,500
5362,37,222,74,777
5363,8,24,144,80
5364,29,205,379,466
5365,-21,-42,-126,-63
5366,-5,-20,-40,-40
5367,1,-1,13,19
5368,44,222,530,970
5369,-23,-69,-184,-184
5370,-26,-103,-415,-753
5371,-33,-163,-295,-724
5372,-14,-83,-27,-335
5373,3,22,31,19
5374,-11,-45,-78,-342
5375,-13,-12,-77,-51
5376,1,1,16,14
5377,-25,-127,-227,-702
5378,10,0,170,280
5379,-5,-15,0,-35
5380,5,40,25,150
5381,17,101,237,356
5382,-5,-1,-21,-146
5383,-7,-13,-97,-223
5384,-13,0,-104,-117
5385,-15,-14,-179,-389
5386,-27,-188,-458,-512
5387,10,59,9,89
5388,-13,-1,-118,-40
5389,4,12,12,24
5390,-6,-41,-101,-119
5391,0,-2,-2,-2
5392,40,242,42,42
5393,-18,-108,-234,-576
5394,2,2,16,52
5395,-36,-110,-434,-866
5396,32,192,224,896
5397,-29,-205,-234,-205
5398,9,35,80,125
5399,-21,-22,-106,-421
5400,34,65,609,269
5401,-7,-35,-7,-161
5402,16,32,224,64
5403,34,68,374,544
5404,11,12,12,34
5405,11,56,155,210
5406,-13,-78,-221,-286
5407,-9,-51,-123,-231
5408,20,-2,-2,398
5409,4,33,45,61
5410,37,149,297,223
5411,-4,-4,-4,-32
5412,-15,-45,-45,-330
5413,43,129,258,430
5414,35,71,141,176
5415,-3,-20,-8,-38
5416,-1,0,3,1
5417,-15,-44,-134,-149
5418,-2,-14,-36,-20
5419,-16,-94,-46,-206
5420,-40,-160,-520,-720
5421,1,3,15,8
5422,-18,-109,-307,-145
5423,-8,-48,-104,-200
5424,-45,-314,-359,-584
5425,-23,-47,-392,-461
5426,15,0,60,45
5427,-18,-89,-215,-377
5428,36,34,250,790
5429,-15,-73,-208,-283
5430,4,3,27,83
5431,7,50,85,78
5432,9,27,27,0
5433,15,45,255,315
5434,-5,-16,-71,-6
5435,0,0,0,0
5436,-1,-6,-12,-29
5437,-8,-55,-47,-39
5438,-35,-2,-37,-37
5439,-2,0,-32,-42
5440,8,49,17,17
5441,1,3,10,30
5442,20,40,220,520
5443,8,9,65,1
5444,16,49,65,161
5445,-5,-30,-80,-25
5446,25,200,25,625
5447,-6,-5,-77,-137
5448,23,69,276,184
5449,14,28,154,112
5450,14,42,224,350
5451,-3,-23,-17,-11
5452,-8,-8,-144,-104
5453,-9,-27,0,-279
5454,15,32,137,122
5455,7,43,113,43
5456,-6,-28,-100,-172
5457,4,19,39,3
5458,-25,-75,-325,-750
5459,-12,-49,-205,-373
5460,10,30,140,10
5461,-9,-46,-55,-163
5462,1,5,19,17
5463,-21,-146,-41,-545
5464,5,5,90,55
5465,-2,-1,-7,-57
5466,-26,-182,-234,-286
5467,-9,-2,-128,-128
5468,34,204,476,986
5469,-15,-105,-180,-195
5470,5,0,40,30
5471,-35,-175,-525,-35
5472,-18,-107,-233,-53
5473,25,150,350,50
5474,-5,-14,-4,-119
5475,25,73,348,298
5476,1,4,17,21
5477,5,-1,9,14
5478,17,83,270,185
5479,18,0,108,432
5480,31,0,496,217
5481,-16,-31,-31,-63
5482,-31,-92,-92,-61
5483,-44,-89,-617,-573
5484,-4,-16,-40,-8
5485,-48,-96,-240,-240
5486,-5,-24,-14,-84
5487,-30,-29,-329,-209
